OTU_ID	Bre_1_S21_WoL_subset	Bre_2_S22_WoL_subset	Bur_1_S31_WoL_subset	Bur_2_S32_WoL_subset	Bur_Fru_1_S9_WoL_subset	Bur_Fru_2_S10_WoL_subset	Bur_Rib_1_S11_WoL_subset	Bur_Rib_2_S12_WoL_subset	Bur_Tre_1_S5_WoL_subset	Bur_Tre_2_S6_WoL_subset	Chi_1_S27_WoL_subset	Chi_2_S28_WoL_subset	Chi_Glu_1_S17_WoL_subset	Chi_Glu_2_S18_WoL_subset	Chi_Thio_1_S33_WoL_subset	Chi_Thio_2_S34_WoL_subset	Fru_1_S47_WoL_subset	Fru_2_S48_WoL_subset	Fru_SynCom_1_S59_WoL_subset	Fru_SynCom_2_S60_WoL_subset	Glu_1_S45_WoL_subset	Glu_2_S46_WoL_subset	Glu_SynCom_1_S55_WoL_subset	Glu_SynCom_2_S56_WoL_subset	Lys_1_S23_WoL_subset	Lys_2_S24_WoL_subset	Mal_1_S37_WoL_subset	Mal_2_S38_WoL_subset	Mal_SynCom_1_S53_WoL_subset	Mal_SynCom_2_S54_WoL_subset	Pae_1_S29_WoL_subset	Pae_2_S30_WoL_subset	Pae_Put_1_S1_WoL_subset	Pae_Put_2_S2_WoL_subset	Pae_Rib_1_S13_WoL_subset	Pae_Rib_2_S14_WoL_subset	Pae_Tre_1_S7_WoL_subset	Pae_Tre_2_S8_WoL_subset	Put_SynCom_1_S57_WoL_subset	Put_SynCom_2_S58_WoL_subset	Putr_1_S41_WoL_subset	Putr_2_S42_WoL_subset	Rhi_1_S25_WoL_subset	Rhi_2_S26_WoL_subset	Rhi_Glu_1_S15_WoL_subset	Rhi_Glu_2_S16_WoL_subset	Rho_1_S19_WoL_subset	Rho_2_S20_WoL_subset	Rho_Put_1_S3_WoL_subset	Rho_Put_2_S4_WoL_subset	Rib_1_S35_WoL_subset	Rib_2_S36_WoL_subset	Rib_Neg_S83_WoL_subset	Rib_SynCom_1_S61_WoL_subset	Rib_SynCom_2_S62_WoL_subset	ST_1_S39_WoL_subset	ST_2_S40_WoL_subset	ST_SynCom_1_S51_WoL_subset	ST_SynCom_2_S52_WoL_subset	Soil_1_S65_WoL_subset	Soil_2_S66_WoL_subset	Soil_3_S67_WoL_subset	Soil_Exudate_1_S68_WoL_subset	Soil_Exudate_2_S69_WoL_subset	Soil_Exudate_3_S70_WoL_subset	Soil_LB_1_S74_WoL_subset	Soil_LB_2_S75_WoL_subset	Soil_LB_3_S76_WoL_subset	Soil_SynCom_1_S49_WoL_subset	Soil_SynCom_2_S50_WoL_subset	Soil_SynCom_Exudate_1_S71_WoL_subset	Soil_SynCom_Exudate_2_S72_WoL_subset	Soil_SynCom_Exudate_3_S73_WoL_subset	Soil_SynCom_LB_1_S77_WoL_subset	Soil_SynCom_LB_2_S78_WoL_subset	Soil_SynCom_LB_3_S79_WoL_subset	Soil_Water_1_S80_WoL_subset	Soil_Water_2_S81_WoL_subset	Soil_Water_3_S82_WoL_subset	Tre_1_S43_WoL_subset	Tre_2_S44_WoL_subset	Tre_Neg_S84_WoL_subset	Tre_SynCom_1_S63_WoL_subset	Tre_SynCom_2_S64_WoL_subset
G000283655	483192.0	291183.0	290148.0	191592.0	1494.0	1770.0	1708.0	1307.0	1612.0	1255.0	97406.0	117477.0	77304.0	170824.0	157246.0	165332.0	4921.0	2456.0	8233.0	3655.0	336102.0	503839.0	562006.0	34142.0	177292.0	354805.0	1062.0	1400.0	3055.0	2153.0	113747.0	279119.0	180431.0	315101.0	1754.0	1952.0	1482.0	1290.0	1005653.0	1907126.0	1247336.0	1495714.0	156330.0	131217.0	7302.0	37416.0	572219.0	72942.0	100900.0	538481.0	1801.0	1123.0	2465.0	1493.0	2794.0	67708.0	45234.0	105562.0	141014.0	153001.0	67870.0	97745.0	10818.0	15883.0	14072.0	709.0	1100.0	601.0	78336.0	321599.0	25286.0	6318.0	9623.0	321.0	1608.0	4991.0	1303.0	3532.0	3674.0	2139.0	2122.0	566.0	1507.0	1226.0
G000284375	27697.0	15783.0	18540.0	21086.0	11729.0	10889.0	17223.0	10795.0	15600.0	9623.0	14656.0	13913.0	17905.0	13750.0	13208.0	14754.0	19201.0	21653.0	19772.0	21612.0	13440.0	8912.0	22532.0	3207.0	19794.0	23658.0	10223.0	17747.0	17975.0	14008.0	20355.0	13797.0	14843.0	9349.0	14969.0	12012.0	14819.0	10492.0	11533.0	12825.0	12035.0	7719.0	18695.0	20648.0	13487.0	10978.0	17866.0	18868.0	12688.0	11073.0	15945.0	9063.0	141407.0	12970.0	17778.0	17162.0	10381.0	22900.0	30142.0	24104.0	4127.0	18691.0	29054.0	21470.0	25149.0	1110.0	5857.0	2075.0	15552.0	14171.0	36027.0	20432.0	26155.0	1141.0	3964.0	5820.0	5225.0	23668.0	23096.0	17204.0	26078.0	541.0	8705.0	6548.0
G000297395	9200.0	5161.0	6687.0	6605.0	7248.0	6823.0	6792.0	4438.0	11785.0	7457.0	4779.0	4222.0	7886.0	5531.0	5882.0	5696.0	9825.0	12594.0	12617.0	14546.0	6735.0	4241.0	8083.0	1327.0	5735.0	6795.0	4792.0	11476.0	13179.0	13390.0	6565.0	4883.0	4284.0	4516.0	6169.0	6260.0	9659.0	7664.0	4529.0	4940.0	4577.0	3157.0	5768.0	6040.0	6293.0	4808.0	6324.0	5993.0	4800.0	4216.0	4981.0	2799.0	190.0	5457.0	8650.0	7253.0	4051.0	11458.0	14988.0	6876.0	1452.0	5739.0	8556.0	6650.0	8626.0	962.0	3149.0	1417.0	4706.0	4731.0	8805.0	6548.0	7447.0	1189.0	2098.0	3533.0	1957.0	8356.0	8182.0	10432.0	15359.0	89.0	6968.0	6494.0
G000328565	20609.0	12490.0	13950.0	15685.0	12882.0	12726.0	11364.0	7012.0	16289.0	10471.0	13546.0	10989.0	19100.0	13959.0	14006.0	13886.0	11456.0	15399.0	18901.0	23507.0	9742.0	7231.0	15349.0	3108.0	15691.0	17393.0	4447.0	9605.0	17912.0	14389.0	19019.0	11510.0	8295.0	7422.0	8544.0	9850.0	14733.0	12271.0	7985.0	8406.0	6648.0	4029.0	15064.0	17041.0	13270.0	12302.0	14641.0	16263.0	8075.0	9279.0	6557.0	4597.0	117.0	11861.0	17047.0	10416.0	7686.0	19468.0	26139.0	12191.0	2429.0	8651.0	20668.0	14618.0	18252.0	2820.0	6394.0	3983.0	11517.0	12972.0	23446.0	17079.0	19765.0	3193.0	3597.0	5740.0	3120.0	16412.0	17752.0	12505.0	16444.0	33.0	13964.0	11575.0
G000340885	591.0	363.0	695.0	913.0	60516.0	51291.0	12537.0	15102.0	130657.0	67533.0	568.0	458.0	683.0	625.0	587.0	616.0	48458.0	59143.0	87104.0	22725.0	580.0	737.0	300.0	242.0	352.0	862.0	64720.0	104331.0	106815.0	25469.0	1414.0	985.0	1044.0	863.0	15692.0	38641.0	57709.0	62469.0	224.0	322.0	898.0	418.0	586.0	644.0	472.0	395.0	600.0	515.0	996.0	534.0	14421.0	12487.0	13.0	3599.0	12212.0	279.0	213.0	514.0	422.0	810.0	295.0	469.0	329.0	342.0	568.0	754.0	3894.0	1614.0	350.0	738.0	1137.0	394.0	301.0	548.0	331.0	3418.0	99.0	99.0	59.0	125558.0	129563.0	46.0	118889.0	143775.0
G000349845	7790.0	6847.0	6040.0	3569.0	34345.0	38537.0	849.0	616.0	16109.0	9848.0	4891.0	3084.0	3704.0	3157.0	8112.0	4973.0	21319.0	1901.0	92819.0	155759.0	11557.0	10395.0	16460.0	1998.0	4497.0	6432.0	351.0	1040.0	2125.0	3483.0	5102.0	5558.0	10761.0	33605.0	19732.0	1228.0	14252.0	17254.0	265012.0	85922.0	79865.0	76560.0	6323.0	8991.0	1961.0	1865.0	9807.0	8668.0	6094.0	81958.0	41453.0	9632.0	2339.0	1610.0	31341.0	8645.0	18723.0	65707.0	30041.0	15975.0	2367.0	15473.0	1718.0	1847.0	3036.0	8538.0	29482.0	8954.0	10994.0	7209.0	2946.0	4932.0	1930.0	35859.0	73509.0	36073.0	296.0	759.0	836.0	46020.0	39876.0	135.0	18108.0	1629.0
G000349945	32583.0	23159.0	27485.0	19955.0	1052.0	1289.0	1037.0	681.0	1033.0	658.0	16348.0	11695.0	11680.0	7293.0	3480.0	2836.0	1667.0	2492.0	2578.0	3134.0	15036.0	12647.0	20945.0	2295.0	22817.0	17027.0	170.0	462.0	1067.0	934.0	27052.0	19362.0	7476.0	4235.0	896.0	1080.0	1047.0	1043.0	3274.0	3794.0	8451.0	6108.0	30820.0	24137.0	7438.0	4013.0	21757.0	29278.0	5801.0	11407.0	929.0	571.0	2848.0	833.0	1762.0	5259.0	4517.0	10914.0	3769.0	52877.0	16221.0	50905.0	10000.0	14565.0	19081.0	286.0	1054.0	571.0	23767.0	16494.0	13104.0	9839.0	8972.0	262.0	1926.0	1579.0	1727.0	5559.0	5360.0	1545.0	1301.0	67.0	1230.0	1087.0
G000373665	7104.0	4386.0	4881.0	5119.0	5789.0	5308.0	5457.0	3496.0	8327.0	5445.0	4346.0	3316.0	6105.0	4897.0	5045.0	4597.0	8207.0	10704.0	9874.0	11639.0	4409.0	3301.0	5684.0	997.0	4811.0	5643.0	3530.0	9152.0	10412.0	10776.0	5654.0	3774.0	3270.0	4310.0	4752.0	5579.0	7428.0	6111.0	3988.0	4231.0	3641.0	2352.0	5081.0	5461.0	5168.0	3820.0	4877.0	4832.0	3243.0	3343.0	4372.0	2657.0	114.0	5492.0	8528.0	4716.0	3689.0	8129.0	10076.0	5479.0	1088.0	4821.0	6181.0	4588.0	5666.0	774.0	2242.0	992.0	4233.0	4298.0	6016.0	5129.0	5423.0	854.0	1646.0	2996.0	1556.0	5725.0	6019.0	9717.0	11948.0	63.0	6754.0	6106.0
G000379145	30826.0	18296.0	20344.0	22711.0	13386.0	13394.0	18869.0	11733.0	17383.0	11261.0	17355.0	14576.0	21941.0	16597.0	14432.0	18267.0	18537.0	22421.0	22640.0	25847.0	14451.0	10924.0	23960.0	3432.0	20198.0	24674.0	9381.0	18154.0	21976.0	17465.0	22135.0	15494.0	13452.0	11120.0	15485.0	13016.0	15558.0	12845.0	12189.0	16445.0	13674.0	8523.0	20984.0	22491.0	16520.0	12976.0	20568.0	21135.0	13002.0	12222.0	13288.0	8353.0	6894132.0	14275.0	19412.0	15682.0	10350.0	25853.0	33625.0	24630.0	4604.0	20501.0	25218.0	18450.0	33533.0	2265.0	7533.0	3187.0	16758.0	17020.0	33651.0	21734.0	26423.0	2074.0	5676.0	7673.0	5914.0	24555.0	25612.0	18439.0	25421.0	1255.0	11307.0	8684.0
G000379645	18242.0	8237.0	12178.0	13123.0	10762.0	9452.0	9175.0	6667.0	12364.0	7214.0	7467.0	8242.0	12765.0	9053.0	8842.0	9777.0	12764.0	17793.0	15027.0	22876.0	14472.0	8342.0	12622.0	2800.0	8899.0	9977.0	4157.0	8709.0	11284.0	13405.0	10641.0	8044.0	9129.0	7847.0	9108.0	9750.0	12624.0	8415.0	10579.0	10120.0	10627.0	6645.0	8033.0	10941.0	8975.0	6387.0	8704.0	8900.0	11441.0	6559.0	10008.0	4516.0	191.0	6848.0	12185.0	18365.0	7089.0	26499.0	35911.0	11514.0	2140.0	10067.0	14173.0	9999.0	13100.0	1240.0	6324.0	2199.0	6115.0	8041.0	14794.0	11313.0	15402.0	1566.0	4312.0	7010.0	3613.0	19362.0	15863.0	11714.0	17224.0	132.0	6321.0	5487.0
G000379885	11766.0	7748.0	8702.0	8821.0	9941.0	9324.0	10617.0	6623.0	16584.0	11385.0	7214.0	5459.0	9848.0	8181.0	8595.0	6934.0	16767.0	20738.0	17891.0	20983.0	7563.0	5462.0	8112.0	1532.0	8844.0	10883.0	7720.0	19899.0	21411.0	19183.0	10478.0	7090.0	5425.0	5653.0	9424.0	9053.0	13530.0	11637.0	5393.0	6415.0	6276.0	3973.0	8544.0	9217.0	8805.0	6257.0	8326.0	8152.0	4481.0	5154.0	7357.0	4626.0	229.0	8868.0	13228.0	7255.0	5976.0	11715.0	16352.0	9845.0	1908.0	8409.0	9086.0	7131.0	9229.0	979.0	3085.0	1466.0	8144.0	6536.0	9193.0	7790.0	7558.0	1054.0	2697.0	3619.0	2173.0	8292.0	8424.0	19050.0	25328.0	123.0	11305.0	10285.0
G000381585	5127.0	3109.0	3456.0	3688.0	2471.0	2258.0	3811.0	2324.0	3079.0	2037.0	3285.0	2309.0	4043.0	3421.0	2708.0	2791.0	2232.0	2773.0	3038.0	4094.0	2732.0	2175.0	2468.0	598.0	3744.0	2805.0	808.0	1812.0	2588.0	1659.0	3822.0	3064.0	2192.0	2028.0	3054.0	2680.0	2465.0	2262.0	1518.0	1380.0	2076.0	1123.0	3714.0	3681.0	3218.0	2430.0	2614.0	3391.0	1668.0	2171.0	1973.0	1455.0	65.0	2920.0	3834.0	2194.0	1510.0	3498.0	3957.0	3758.0	1147.0	2630.0	3469.0	2872.0	4044.0	217.0	1118.0	529.0	3157.0	2922.0	4418.0	3391.0	3833.0	221.0	569.0	732.0	1276.0	3429.0	3377.0	2070.0	2849.0	22.0	2614.0	2426.0
G000383315	3429.0	1860.0	2507.0	2115.0	3699.0	3092.0	3247.0	3359.0	5004.0	3103.0	2107.0	1496.0	6678.0	4897.0	4176.0	3934.0	3978.0	4058.0	4280.0	6823.0	3010.0	2317.0	3485.0	1008.0	1775.0	2423.0	1093.0	2325.0	4152.0	11977.0	1995.0	1716.0	4154.0	3097.0	2002.0	7914.0	3870.0	3321.0	9202.0	3442.0	1874.0	1050.0	1913.0	1826.0	4321.0	3384.0	2953.0	3199.0	3815.0	3128.0	2544.0	2105.0	49.0	4124.0	4503.0	3197.0	2212.0	7816.0	12019.0	1808.0	541.0	1860.0	5107.0	2449.0	3272.0	718.0	4092.0	1046.0	1254.0	1749.0	3557.0	4332.0	6035.0	694.0	1285.0	2458.0	1170.0	4898.0	5371.0	3863.0	3797.0	23.0	3393.0	3368.0
G000389635	656.0	367.0	4340.0	6222.0	572807.0	541515.0	10682.0	4382.0	1442120.0	889977.0	854.0	808.0	1079.0	964.0	3460.0	3446.0	470546.0	590218.0	727958.0	259356.0	1897.0	2518.0	1169.0	1137.0	498.0	943.0	1135147.0	1075969.0	1125771.0	252864.0	10258.0	5441.0	1888.0	1680.0	5632.0	5243.0	780042.0	1029945.0	857.0	1023.0	2494.0	1904.0	732.0	814.0	758.0	735.0	643.0	868.0	1828.0	1591.0	6717.0	4557.0	102.0	3833.0	8255.0	1752.0	1659.0	1221.0	1371.0	1768.0	1231.0	1417.0	1356.0	1380.0	1353.0	905.0	4575.0	1651.0	1075.0	1346.0	1278.0	1135.0	580.0	954.0	757.0	3339.0	505.0	547.0	183.0	1140520.0	1070421.0	265.0	1554751.0	1830105.0
G000423665	52552.0	32657.0	40087.0	29216.0	23925.0	22676.0	27341.0	17897.0	24788.0	16320.0	28989.0	26837.0	67170.0	50208.0	43652.0	40501.0	16129.0	29077.0	25764.0	38939.0	38283.0	26153.0	35247.0	6558.0	23855.0	37366.0	6675.0	15714.0	23702.0	35533.0	37172.0	25824.0	31752.0	31793.0	20615.0	25285.0	26485.0	20169.0	23623.0	24299.0	25579.0	15367.0	33931.0	33265.0	45918.0	38787.0	46067.0	46248.0	34962.0	22770.0	13951.0	9822.0	165.0	19859.0	35743.0	36486.0	21984.0	69538.0	117062.0	40925.0	5915.0	20416.0	72315.0	48830.0	64836.0	3621.0	25268.0	8090.0	18735.0	22206.0	64143.0	51068.0	64347.0	4039.0	17021.0	21906.0	7544.0	46057.0	52004.0	17286.0	23146.0	174.0	21612.0	19696.0
G000426045	8043.0	5174.0	5059.0	4926.0	6340.0	6102.0	5487.0	3314.0	5980.0	4404.0	5303.0	4042.0	13370.0	10457.0	10613.0	9923.0	5570.0	8664.0	6658.0	10071.0	7306.0	5777.0	7528.0	1808.0	4648.0	4652.0	1738.0	4429.0	6435.0	10891.0	5686.0	4390.0	5964.0	6247.0	3810.0	6971.0	6487.0	4957.0	5493.0	4541.0	4611.0	3223.0	5230.0	5496.0	9442.0	7713.0	6804.0	7319.0	5071.0	5610.0	3059.0	2634.0	82.0	5826.0	10859.0	9304.0	6375.0	18894.0	25954.0	4519.0	1309.0	3915.0	16716.0	8256.0	10778.0	1271.0	5678.0	2439.0	3366.0	4611.0	10754.0	10122.0	12560.0	1371.0	3113.0	5036.0	3271.0	14436.0	17370.0	4533.0	6037.0	47.0	7528.0	7094.0
G000426465	737.0	215.0	396.0	449.0	543.0	669.0	620.0	728.0	851.0	687.0	10041.0	475.0	49313.0	11282.0	766.0	11537.0	7189.0	319.0	633.0	286.0	998.0	2342.0	703.0	713.0	809.0	673.0	182.0	278.0	1134.0	127.0	437.0	918.0	1265.0	729.0	1441.0	1409.0	634.0	592.0	2058.0	15558.0	1746.0	484.0	617.0	2100.0	61138.0	37556.0	600.0	5633.0	79116.0	1722.0	520.0	437.0	4.0	155.0	1175.0	206.0	842.0	1074.0	7084.0	1685.0	263.0	452.0	304.0	149.0	442.0	106.0	378.0	201.0	785.0	998.0	439.0	369.0	311.0	192.0	261.0	536.0	110.0	65.0	76.0	519.0	586.0	6.0	1171.0	1061.0
G000428165	19.0	11.0	17.0	32.0	2601.0	1969.0	966.0	652.0	2622.0	1396.0	20.0	14.0	21.0	3.0	38.0	37.0	654.0	1226.0	1494.0	247.0	0.0	11.0	5.0	5.0	10.0	42.0	805.0	1037.0	1113.0	771.0	41.0	39.0	24.0	20.0	747.0	2889.0	1601.0	1538.0	4.0	9.0	26.0	12.0	13.0	35.0	22.0	10.0	32.0	10.0	31.0	9.0	142.0	614.0	0.0	289.0	1081.0	6.0	5.0	34.0	31.0	20.0	8.0	16.0	31.0	10.0	46.0	20.0	131.0	36.0	5.0	15.0	51.0	47.0	26.0	2.0	3.0	72.0	24.0	15.0	35.0	1168.0	1250.0	0.0	2841.0	3988.0
G000430725	113445.0	53419.0	31537.0	65106.0	2992.0	2880.0	2813.0	2025.0	2788.0	1888.0	69453.0	22951.0	106834.0	42001.0	6737.0	6319.0	2515.0	4822.0	6127.0	7592.0	82367.0	110122.0	82648.0	11745.0	46738.0	52237.0	624.0	1440.0	3021.0	7365.0	32150.0	22218.0	64722.0	106996.0	2395.0	6144.0	2828.0	2406.0	172279.0	176686.0	13123.0	96248.0	44580.0	24850.0	202344.0	162085.0	36847.0	111834.0	40388.0	73024.0	2347.0	1919.0	51682.0	4309.0	9960.0	7067.0	7474.0	16145.0	10998.0	85521.0	17225.0	81333.0	30297.0	24550.0	29157.0	1132.0	3791.0	1862.0	39190.0	29248.0	33170.0	28053.0	26680.0	923.0	8821.0	6341.0	10606.0	30697.0	24343.0	2932.0	3273.0	146.0	4291.0	4381.0
G000444875	12297.0	8136.0	7875.0	8726.0	10899.0	9780.0	11288.0	6690.0	15107.0	9985.0	7240.0	5251.0	9690.0	7869.0	9187.0	8005.0	17109.0	22037.0	15889.0	21575.0	8729.0	7620.0	7604.0	1764.0	9041.0	10250.0	7636.0	18935.0	17914.0	22359.0	9824.0	6593.0	7943.0	6780.0	9118.0	12972.0	13332.0	10734.0	9760.0	12006.0	13779.0	16003.0	8816.0	9183.0	8385.0	5916.0	7082.0	6874.0	4321.0	5141.0	11318.0	7359.0	142.0	11997.0	19824.0	10212.0	9324.0	12826.0	14776.0	12029.0	2880.0	10264.0	10330.0	8100.0	9753.0	920.0	2757.0	1225.0	7952.0	7599.0	9412.0	8675.0	8348.0	1179.0	2162.0	3644.0	3462.0	10717.0	11076.0	17957.0	21703.0	73.0	14612.0	13395.0
G000454045	1264.0	1027.0	1094.0	952.0	878.0	903.0	772.0	510.0	1021.0	671.0	980.0	739.0	1785.0	1437.0	1287.0	1530.0	932.0	1202.0	3936.0	5407.0	1149.0	901.0	5580.0	1450.0	928.0	1140.0	356.0	766.0	3575.0	2938.0	1052.0	855.0	687.0	765.0	730.0	935.0	1005.0	754.0	2938.0	4248.0	678.0	412.0	987.0	959.0	1229.0	1006.0	3963.0	7064.0	3941.0	5632.0	612.0	387.0	156.0	3057.0	6159.0	964.0	791.0	10459.0	11673.0	1141.0	346.0	811.0	26355.0	16975.0	17900.0	15988.0	3218.0	14743.0	1936.0	1811.0	16453.0	28695.0	11535.0	18873.0	7426.0	13513.0	452.0	1664.0	1740.0	793.0	1106.0	36.0	4574.0	3988.0
G000455385	7610.0	5405.0	6104.0	3971.0	37827.0	42613.0	596.0	455.0	17768.0	10856.0	3892.0	3269.0	3445.0	3378.0	6057.0	6342.0	23041.0	1657.0	102569.0	173116.0	3680.0	5118.0	7123.0	1018.0	5512.0	5101.0	311.0	1020.0	2270.0	4063.0	6049.0	4837.0	54254.0	33120.0	21701.0	1508.0	15781.0	19343.0	28200.0	28265.0	14601.0	20654.0	6258.0	5875.0	2120.0	2067.0	7914.0	6709.0	12675.0	17969.0	43771.0	9669.0	3281.0	1419.0	32957.0	13888.0	40508.0	25459.0	27073.0	10150.0	3444.0	10676.0	2136.0	3394.0	7223.0	59264.0	166872.0	31827.0	7922.0	6839.0	4319.0	4365.0	2835.0	27790.0	97924.0	225040.0	463.0	994.0	1072.0	52080.0	45689.0	499.0	19435.0	1619.0
G000466585	3814.0	1591.0	2697.0	3948.0	8518.0	8307.0	107403.0	57237.0	16996.0	8970.0	3968.0	2663.0	6296.0	5369.0	3188.0	3558.0	13099.0	10973.0	16172.0	9184.0	2702.0	6449.0	830.0	799.0	2413.0	6772.0	6775.0	12454.0	14114.0	2284.0	3619.0	3481.0	7432.0	5647.0	55790.0	63791.0	8777.0	9027.0	1509.0	2886.0	5206.0	2398.0	3777.0	4130.0	4605.0	3235.0	2006.0	2517.0	4721.0	1908.0	60189.0	48297.0	8.0	21823.0	82730.0	710.0	563.0	1864.0	2971.0	3998.0	1132.0	1852.0	844.0	720.0	1292.0	419.0	2627.0	721.0	2171.0	4800.0	1981.0	1621.0	1324.0	382.0	230.0	2195.0	80.0	60.0	102.0	14875.0	18238.0	32.0	15059.0	15776.0
G000472865	34179.0	19198.0	22815.0	26815.0	22740.0	20187.0	24294.0	15991.0	34890.0	21013.0	17739.0	17180.0	22525.0	17408.0	15714.0	16510.0	37852.0	40230.0	43365.0	44897.0	17882.0	12725.0	30376.0	4019.0	23123.0	31179.0	17657.0	32642.0	39344.0	30253.0	25238.0	16793.0	14213.0	11869.0	23344.0	16594.0	27800.0	22355.0	13347.0	15002.0	14719.0	9494.0	21591.0	24889.0	17052.0	12677.0	20893.0	20812.0	15907.0	12889.0	19522.0	9773.0	211102.0	18318.0	24845.0	19867.0	10699.0	28162.0	39544.0	32802.0	4430.0	21136.0	24626.0	21608.0	27671.0	1592.0	8566.0	2972.0	20238.0	17754.0	34995.0	21132.0	26218.0	1572.0	5524.0	8248.0	4772.0	24432.0	23483.0	38990.0	56409.0	805.0	18813.0	15573.0
G000473125	29875.0	17047.0	19745.0	22537.0	14013.0	12720.0	20033.0	12703.0	18203.0	11378.0	15718.0	15229.0	19589.0	14650.0	14351.0	15816.0	22946.0	25999.0	23306.0	25768.0	13756.0	9880.0	24438.0	3434.0	21264.0	25880.0	11224.0	21472.0	20205.0	15558.0	22182.0	15262.0	16588.0	10170.0	17221.0	13227.0	16646.0	12832.0	11736.0	13705.0	13408.0	8495.0	19470.0	22194.0	14697.0	11669.0	19530.0	20033.0	13396.0	11862.0	17854.0	10027.0	183315.0	15026.0	19932.0	17935.0	11869.0	25032.0	31522.0	26410.0	4375.0	20328.0	30499.0	22398.0	26081.0	1136.0	6037.0	2295.0	17322.0	16000.0	38652.0	22444.0	27922.0	1196.0	4328.0	6395.0	5425.0	25321.0	24678.0	21632.0	31738.0	708.0	9912.0	6793.0
G000473995	622.0	320.0	648.0	930.0	39314.0	32712.0	11601.0	13454.0	105572.0	66004.0	550.0	456.0	740.0	655.0	548.0	530.0	35332.0	40142.0	56957.0	16683.0	589.0	849.0	312.0	222.0	400.0	887.0	67778.0	104119.0	86745.0	23444.0	1230.0	927.0	954.0	792.0	12109.0	30458.0	50201.0	68637.0	205.0	270.0	746.0	462.0	576.0	620.0	552.0	428.0	641.0	590.0	819.0	530.0	12936.0	10436.0	5.0	3591.0	11462.0	259.0	236.0	530.0	393.0	785.0	311.0	433.0	317.0	296.0	458.0	706.0	4307.0	1393.0	295.0	782.0	531.0	357.0	243.0	573.0	326.0	2993.0	62.0	113.0	101.0	94120.0	103488.0	38.0	103560.0	104260.0
G000482325	2029.0	1023.0	1872.0	1588.0	14418.0	12330.0	6844.0	4551.0	17138.0	9412.0	1175.0	1364.0	1291.0	1123.0	1967.0	1854.0	8387.0	12005.0	18809.0	10119.0	654.0	1089.0	203.0	164.0	740.0	1442.0	3138.0	4872.0	5937.0	2360.0	1411.0	1626.0	1794.0	1697.0	4662.0	16449.0	10678.0	9680.0	239.0	368.0	1278.0	587.0	1592.0	1667.0	779.0	871.0	1536.0	2491.0	1529.0	704.0	2156.0	3791.0	11.0	1828.0	18151.0	532.0	314.0	2013.0	2770.0	1027.0	426.0	624.0	1467.0	782.0	1797.0	1187.0	5122.0	1648.0	567.0	1347.0	2088.0	2543.0	1844.0	385.0	257.0	2328.0	320.0	326.0	602.0	11198.0	9765.0	5.0	21159.0	25250.0
G000497245	738.0	519.0	3066.0	5701.0	441189.0	323980.0	1924.0	1169.0	714685.0	840569.0	649.0	1339.0	1010.0	771.0	2695.0	1983.0	465067.0	580741.0	711921.0	235576.0	2184.0	2007.0	1996.0	1457.0	450.0	572.0	2745305.0	3506695.0	3351700.0	1735516.0	8852.0	6910.0	1288.0	1187.0	755.0	893.0	530285.0	996015.0	1761.0	1721.0	3067.0	2399.0	893.0	999.0	475.0	875.0	503.0	691.0	1068.0	1342.0	1685.0	711.0	43.0	2036.0	2210.0	2648.0	2098.0	1961.0	2322.0	2270.0	1757.0	1758.0	1571.0	1740.0	1542.0	827.0	2465.0	1097.0	1961.0	2282.0	1363.0	1390.0	478.0	886.0	735.0	1533.0	320.0	379.0	277.0	549114.0	554039.0	193.0	1483414.0	3856258.0
G000513215	1899.0	1250.0	1060.0	1574.0	4211.0	3817.0	12539.0	9034.0	5812.0	3912.0	1112.0	927.0	4494.0	2935.0	1634.0	1978.0	2846.0	6163.0	7129.0	8646.0	2828.0	4267.0	4038.0	1009.0	1468.0	1896.0	584.0	1818.0	2612.0	2288.0	1000.0	843.0	1055.0	1123.0	12945.0	13115.0	4042.0	4080.0	1774.0	1486.0	2297.0	1377.0	1120.0	1841.0	2000.0	1727.0	857.0	815.0	575.0	2687.0	20447.0	21809.0	276.0	22000.0	28574.0	7257.0	7854.0	5823.0	8219.0	2597.0	573.0	1841.0	252.0	192.0	286.0	23034.0	110814.0	36656.0	1181.0	1269.0	337.0	505.0	288.0	122881.0	91466.0	53717.0	119.0	217.0	224.0	5307.0	5008.0	90.0	8707.0	7982.0
G000527015	687.0	393.0	1019.0	1519.0	37223.0	29778.0	17424.0	12162.0	37232.0	22347.0	647.0	526.0	801.0	632.0	713.0	983.0	9034.0	10803.0	19520.0	8158.0	930.0	1895.0	185.0	160.0	466.0	1482.0	5464.0	10503.0	13328.0	7052.0	989.0	772.0	456.0	315.0	9459.0	33714.0	25235.0	22338.0	110.0	103.0	436.0	207.0	1185.0	586.0	752.0	324.0	1141.0	1505.0	684.0	265.0	2009.0	3173.0	17.0	3411.0	27256.0	191.0	151.0	542.0	875.0	1396.0	319.0	798.0	2317.0	1957.0	3511.0	154.0	889.0	304.0	288.0	604.0	3222.0	2952.0	2646.0	151.0	165.0	586.0	635.0	513.0	1094.0	12488.0	13024.0	14.0	35114.0	42207.0
